"No.","Time","Source","Destination","Protocol","Length","Signal strength (RSSI)","Noise level (dBm)","Signal/noise ratio (dB)","Info"
"10454","3.180646","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1504, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"10842","3.282898","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1505, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"11160","3.385250","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-56 dBm","-93 dBm","37 dB","Beacon frame, SN=1506, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"11526","3.487796","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-56 dBm","-93 dBm","37 dB","Beacon frame, SN=1507, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"11900","3.589966","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-57 dBm","-93 dBm","36 dB","Beacon frame, SN=1508, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"12301","3.692243","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1509, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"12659","3.794713","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1510, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"13030","3.897124","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-57 dBm","-93 dBm","36 dB","Beacon frame, SN=1511, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"13395","3.999576","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1512, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"13789","4.102140","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1513, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"14188","4.204310","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1514, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"14567","4.306538","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-57 dBm","-93 dBm","36 dB","Beacon frame, SN=1515, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"14945","4.409358","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1516, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"15290","4.511832","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1517, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"15632","4.614016","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1518, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"15990","4.716307","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-57 dBm","-93 dBm","36 dB","Beacon frame, SN=1519, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"16336","4.818912","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1520, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"16727","4.921080","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1521, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"17119","5.023518","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1522, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"17505","5.126206","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-59 dBm","-93 dBm","34 dB","Beacon frame, SN=1523, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"17832","5.228554","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1524, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"18230","5.330953","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1525, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"18629","5.433140","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-59 dBm","-93 dBm","34 dB","Beacon frame, SN=1526, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"19042","5.535458","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-59 dBm","-93 dBm","34 dB","Beacon frame, SN=1527, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"19400","5.637965","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-59 dBm","-93 dBm","34 dB","Beacon frame, SN=1528, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"19773","5.740255","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-59 dBm","-93 dBm","34 dB","Beacon frame, SN=1529, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"20127","5.842641","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1530, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"20475","5.945095","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-59 dBm","-93 dBm","34 dB","Beacon frame, SN=1531, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"20857","6.047554","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1532, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"21293","6.149891","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1533, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"21654","6.252266","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1534, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"22033","6.354611","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1535, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"22406","6.457311","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1536, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"22764","6.559312","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-57 dBm","-93 dBm","36 dB","Beacon frame, SN=1537, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"23177","6.661810","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1538, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"23522","6.764519","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-57 dBm","-93 dBm","36 dB","Beacon frame, SN=1539, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"23903","6.866879","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-55 dBm","-93 dBm","38 dB","Beacon frame, SN=1540, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"24276","6.969251","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-56 dBm","-93 dBm","37 dB","Beacon frame, SN=1541, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"24676","7.071712","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1542, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"25067","7.174089","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-57 dBm","-93 dBm","36 dB","Beacon frame, SN=1543, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"25452","7.276431","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-56 dBm","-93 dBm","37 dB","Beacon frame, SN=1544, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"25756","7.378578","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-56 dBm","-93 dBm","37 dB","Beacon frame, SN=1545, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"26112","7.480984","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-56 dBm","-93 dBm","37 dB","Beacon frame, SN=1546, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"26494","7.583664","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-55 dBm","-93 dBm","38 dB","Beacon frame, SN=1547, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"26862","7.685817","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-57 dBm","-93 dBm","36 dB","Beacon frame, SN=1548, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"27218","7.789809","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1549, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"27604","7.890573","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-56 dBm","-93 dBm","37 dB","Beacon frame, SN=1550, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"27920","7.993404","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-56 dBm","-93 dBm","37 dB","Beacon frame, SN=1551, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"28252","8.095390","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-56 dBm","-93 dBm","37 dB","Beacon frame, SN=1552, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"28562","8.197815","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-56 dBm","-93 dBm","37 dB","Beacon frame, SN=1553, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"28892","8.300131","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-57 dBm","-93 dBm","36 dB","Beacon frame, SN=1554, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"29197","8.402953","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-56 dBm","-93 dBm","37 dB","Beacon frame, SN=1555, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"29564","8.505011","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-57 dBm","-93 dBm","36 dB","Beacon frame, SN=1556, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"29928","8.607370","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-57 dBm","-93 dBm","36 dB","Beacon frame, SN=1557, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"30314","8.709559","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-57 dBm","-93 dBm","36 dB","Beacon frame, SN=1558, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"31107","8.914821","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1560, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"31480","9.016865","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1561, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"31866","9.119305","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-57 dBm","-93 dBm","36 dB","Beacon frame, SN=1562, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"32256","9.221712","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-57 dBm","-93 dBm","36 dB","Beacon frame, SN=1563, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"32597","9.324443","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1564, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"32976","9.426821","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1565, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"33375","9.529206","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-57 dBm","-93 dBm","36 dB","Beacon frame, SN=1566, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"33737","9.631320","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1567, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"34118","9.733768","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-57 dBm","-93 dBm","36 dB","Beacon frame, SN=1568, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"34460","9.836360","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-57 dBm","-93 dBm","36 dB","Beacon frame, SN=1569, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"34832","9.938692","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1570, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"35154","10.041177","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1571, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"35517","10.143295","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1572, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"35894","10.245662","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1573, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"36242","10.348093","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-57 dBm","-93 dBm","36 dB","Beacon frame, SN=1574, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"36641","10.450477","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1575, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"37010","10.552773","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1576, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"37360","10.655509","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-57 dBm","-93 dBm","36 dB","Beacon frame, SN=1577, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"37677","10.758391","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-57 dBm","-93 dBm","36 dB","Beacon frame, SN=1578, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"38060","10.860084","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-56 dBm","-93 dBm","37 dB","Beacon frame, SN=1579, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"38426","10.962447","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-56 dBm","-93 dBm","37 dB","Beacon frame, SN=1580, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"38769","11.064886","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-55 dBm","-93 dBm","38 dB","Beacon frame, SN=1581, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"39145","11.168117","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1582, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"39504","11.269872","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-56 dBm","-93 dBm","37 dB","Beacon frame, SN=1583, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"39890","11.372298","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-57 dBm","-93 dBm","36 dB","Beacon frame, SN=1584, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"40195","11.474643","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1585, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"40542","11.576855","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-56 dBm","-93 dBm","37 dB","Beacon frame, SN=1586, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"40921","11.679499","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1587, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"41318","11.781659","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-56 dBm","-93 dBm","37 dB","Beacon frame, SN=1588, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"41693","11.883689","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-56 dBm","-93 dBm","37 dB","Beacon frame, SN=1589, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"42014","11.986404","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1590, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"42363","12.088818","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-57 dBm","-93 dBm","36 dB","Beacon frame, SN=1591, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"42778","12.191200","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-57 dBm","-93 dBm","36 dB","Beacon frame, SN=1592, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"43134","12.293613","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-56 dBm","-93 dBm","37 dB","Beacon frame, SN=1593, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"43532","12.396004","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1594, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"43913","12.498402","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1595, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"44263","12.601052","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-58 dBm","-93 dBm","35 dB","Beacon frame, SN=1596, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"44641","12.703417","fa:b6:bc:57:2b:fd","ff:ff:ff:ff:ff:ff","802.11","444","-55 dBm","-93 dBm","38 dB","Beacon frame, SN=1597, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
