"No.","Time","Source","Destination","Protocol","Length","Signal strength (RSSI)","Noise level (dBm)","Signal/noise ratio (dB)","Info"
"286","0.092619","e2:bb:15:72:70:e6","ff:ff:ff:ff:ff:ff","802.11","444","-42 dBm","-92 dBm","50 dB","Beacon frame, SN=2361, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"582","0.195577","e2:bb:15:72:70:e6","ff:ff:ff:ff:ff:ff","802.11","444","-41 dBm","-92 dBm","51 dB","Beacon frame, SN=2362, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"1265","0.399801","e2:bb:15:72:70:e6","ff:ff:ff:ff:ff:ff","802.11","444","-43 dBm","-92 dBm","49 dB","Beacon frame, SN=2364, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"1690","0.502249","e2:bb:15:72:70:e6","ff:ff:ff:ff:ff:ff","802.11","444","-42 dBm","-92 dBm","50 dB","Beacon frame, SN=2365, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2068","0.604646","e2:bb:15:72:70:e6","ff:ff:ff:ff:ff:ff","802.11","444","-43 dBm","-92 dBm","49 dB","Beacon frame, SN=2366, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2790","0.809490","e2:bb:15:72:70:e6","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-92 dBm","48 dB","Beacon frame, SN=2368, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3155","0.911827","e2:bb:15:72:70:e6","ff:ff:ff:ff:ff:ff","802.11","444","-40 dBm","-92 dBm","52 dB","Beacon frame, SN=2369, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3708","1.014478","e2:bb:15:72:70:e6","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-92 dBm","48 dB","Beacon frame, SN=2370, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"4202","1.116942","e2:bb:15:72:70:e6","ff:ff:ff:ff:ff:ff","802.11","444","-43 dBm","-92 dBm","49 dB","Beacon frame, SN=2371, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"4591","1.219475","e2:bb:15:72:70:e6","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-92 dBm","48 dB","Beacon frame, SN=2372, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
