"No.","Time","Source","Destination","Protocol","Length","Signal strength (RSSI)","Noise level (dBm)","Signal/noise ratio (dB)","Info"
"47323","14.936318","86:f9:72:ce:b6:cd","ff:ff:ff:ff:ff:ff","802.11","444","-47 dBm","-93 dBm","46 dB","Beacon frame, SN=1017, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"47631","15.038771","86:f9:72:ce:b6:cd","ff:ff:ff:ff:ff:ff","802.11","444","-48 dBm","-93 dBm","45 dB","Beacon frame, SN=1018, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"47922","15.141570","86:f9:72:ce:b6:cd","ff:ff:ff:ff:ff:ff","802.11","444","-47 dBm","-93 dBm","46 dB","Beacon frame, SN=1019, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"48286","15.245303","86:f9:72:ce:b6:cd","ff:ff:ff:ff:ff:ff","802.11","444","-47 dBm","-93 dBm","46 dB","Beacon frame, SN=1020, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"48615","15.345926","86:f9:72:ce:b6:cd","ff:ff:ff:ff:ff:ff","802.11","444","-48 dBm","-93 dBm","45 dB","Beacon frame, SN=1021, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"48913","15.448284","86:f9:72:ce:b6:cd","ff:ff:ff:ff:ff:ff","802.11","444","-48 dBm","-93 dBm","45 dB","Beacon frame, SN=1022, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"49229","15.550690","86:f9:72:ce:b6:cd","ff:ff:ff:ff:ff:ff","802.11","444","-48 dBm","-93 dBm","45 dB","Beacon frame, SN=1023, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"49501","15.653094","86:f9:72:ce:b6:cd","ff:ff:ff:ff:ff:ff","802.11","444","-48 dBm","-93 dBm","45 dB","Beacon frame, SN=1024, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"49827","15.755433","86:f9:72:ce:b6:cd","ff:ff:ff:ff:ff:ff","802.11","444","-48 dBm","-93 dBm","45 dB","Beacon frame, SN=1025, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"50184","15.858139","86:f9:72:ce:b6:cd","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-93 dBm","49 dB","Beacon frame, SN=1026, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"50540","15.960586","86:f9:72:ce:b6:cd","ff:ff:ff:ff:ff:ff","802.11","444","-47 dBm","-93 dBm","46 dB","Beacon frame, SN=1027, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"50956","16.062950","86:f9:72:ce:b6:cd","ff:ff:ff:ff:ff:ff","802.11","444","-47 dBm","-93 dBm","46 dB","Beacon frame, SN=1028, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"51364","16.165041","86:f9:72:ce:b6:cd","ff:ff:ff:ff:ff:ff","802.11","444","-46 dBm","-93 dBm","47 dB","Beacon frame, SN=1029, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"52061","16.369570","86:f9:72:ce:b6:cd","ff:ff:ff:ff:ff:ff","802.11","444","-45 dBm","-93 dBm","48 dB","Beacon frame, SN=1031, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
