"No.","Time","Source","Destination","Protocol","Length","Signal strength (RSSI)","Noise level (dBm)","Signal/noise ratio (dB)","Info"
"2137","11.134433","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-47 dBm","-90 dBm","43 dB","Beacon frame, SN=1352, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2152","11.236840","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-55 dBm","-90 dBm","35 dB","Beacon frame, SN=1353, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2185","11.441964","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-45 dBm","-90 dBm","45 dB","Beacon frame, SN=1355, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2207","11.544022","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-50 dBm","-90 dBm","40 dB","Beacon frame, SN=1356, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2219","11.646405","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-48 dBm","-90 dBm","42 dB","Beacon frame, SN=1357, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2234","11.748927","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","0 dBm","-90 dBm","90 dB","Beacon frame, SN=1358, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2245","11.851271","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-46 dBm","-90 dBm","44 dB","Beacon frame, SN=1359, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2258","11.953593","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","0 dBm","-90 dBm","90 dB","Beacon frame, SN=1360, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2298","12.158407","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-50 dBm","-90 dBm","40 dB","Beacon frame, SN=1362, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2325","12.262301","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-48 dBm","-90 dBm","42 dB","Beacon frame, SN=1363, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2345","12.365454","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-45 dBm","-90 dBm","45 dB","Beacon frame, SN=1364, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
